ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
2306,12/4/2024,242,2,6,3,Completa
2497,12/4/2024,105,26,5,4,Completa
2581,12/4/2024,260,26,2,4,Completa
328,13/04/2024,167,23,3,3,Pendiente
788,13/04/2024,52,33,1,2,Completa
1574,13/4/2024,204,20,5,4,Completa
1899,13/4/2024,176,22,2,5,Completa
2138,13/4/2024,281,7,5,2,Completa
2159,13/4/2024,288,19,3,1,Completa
2395,13/4/2024,248,12,5,3,Completa
2403,13/4/2024,15,8,2,4,Completa
2458,13/4/2024,105,24,1,4,Pendiente
248,14/04/2024,132,3,5,5,Pendiente
340,14/04/2024,271,19,2,3,Pendiente
371,14/04/2024,105,5,2,4,Completa
708,14/04/2024,164,17,3,1,Completa
864,14/04/2024,190,21,5,4,Completa
1868,14/4/2024,234,19,6,1,Pendiente
1922,14/4/2024,269,31,1,5,Pendiente
2051,14/4/2024,165,30,2,5,Completa
2838,14/4/2024,41,28,2,3,Completa
15,15/04/2024,219,34,4,3,Completa
82,15/04/2024,246,27,3,4,Completa
194,15/04/2024,45,32,5,5,Pendiente
361,15/04/2024,226,20,6,5,Completa
431,15/04/2024,231,33,1,2,Completa
651,15/04/2024,150,8,6,3,Completa
1001,15/4/2024,325,4,4,4,Completa
1286,15/4/2024,110,21,5,5,Pendiente
1498,15/4/2024,216,37,4,3,Completa
2949,15/4/2024,24,28,6,4,Completa
399,16/04/2024,115,38,4,4,Completa
807,16/04/2024,181,1,5,3,Completa
976,16/04/2024,110,31,2,4,Completa
1258,16/4/2024,48,28,4,1,Completa
1307,16/4/2024,46,1,3,5,Completa
1319,16/4/2024,28,3,1,4,Completa
1717,16/4/2024,171,33,5,5,Completa
2162,16/4/2024,304,28,4,4,Pendiente
2407,16/4/2024,209,34,5,3,Completa
547,17/04/2024,69,22,2,4,Pendiente
1177,17/4/2024,192,22,1,4,Completa
2368,17/4/2024,245,33,1,4,Completa
2962,17/4/2024,314,2,6,3,Pendiente
421,18/04/2024,86,28,3,4,Pendiente
1107,18/4/2024,223,18,4,4,Pendiente
1282,18/4/2024,280,31,1,2,Completa
1325,18/4/2024,89,24,6,1,Completa
1379,18/4/2024,301,18,1,3,Completa
1951,18/4/2024,212,8,6,1,Completa
2632,18/4/2024,53,31,6,3,Completa
2661,18/4/2024,121,29,3,2,Completa
2777,18/4/2024,24,28,6,4,Completa
1320,19/4/2024,324,22,2,4,Pendiente
2081,19/4/2024,206,3,1,1,Completa
2087,19/4/2024,103,27,6,3,Completa
2149,19/4/2024,82,3,4,4,Completa
2666,19/4/2024,12,36,3,3,Completa
724,20/04/2024,298,4,2,2,Completa
800,20/04/2024,56,29,3,3,Completa
1575,20/4/2024,66,4,3,4,Completa
1605,20/4/2024,180,20,6,2,Pendiente
1707,20/4/2024,223,30,2,5,Completa
2092,20/4/2024,272,23,1,3,Completa
2205,20/4/2024,233,4,2,4,Completa
2434,20/4/2024,211,28,5,3,Pendiente
2596,20/4/2024,287,12,5,1,Completa
2635,20/4/2024,263,34,5,1,Completa
135,21/04/2024,254,38,2,5,Completa
259,21/04/2024,288,32,3,2,Completa
598,21/04/2024,186,4,1,1,Completa
1026,21/4/2024,131,17,2,4,Pendiente
1194,21/4/2024,237,17,6,4,Completa
1456,21/4/2024,271,18,4,1,Completa
1638,21/4/2024,151,18,1,4,Completa
1714,21/4/2024,242,32,4,5,Completa
1894,21/4/2024,1,37,4,4,Completa
2055,21/4/2024,186,5,3,5,Completa
2066,21/4/2024,288,11,1,4,Completa
2356,21/4/2024,139,19,1,4,Completa
2426,21/4/2024,75,30,2,4,Completa
2499,21/4/2024,310,24,1,3,Pendiente
2827,21/4/2024,305,23,2,5,Completa
523,22/04/2024,107,12,2,1,Completa
806,22/04/2024,225,32,6,2,Completa
1074,22/4/2024,320,38,6,3,Completa
1406,22/4/2024,100,23,1,3,Completa
1806,22/4/2024,233,35,4,2,Completa
1853,22/4/2024,273,5,5,4,Completa
2925,22/4/2024,209,18,3,2,Completa
61,23/04/2024,319,6,2,1,Completa
849,23/04/2024,177,31,2,5,Completa
1254,23/4/2024,294,4,2,4,Completa
1677,23/4/2024,122,5,1,2,Pendiente
1686,23/4/2024,73,37,1,4,Completa
1732,23/4/2024,215,38,5,4,Completa
1800,23/4/2024,313,37,4,5,Pendiente
119,24/04/2024,55,21,4,5,Completa
909,24/04/2024,287,31,1,1,Completa
1460,24/4/2024,40,17,4,3,Completa
1783,24/4/2024,301,11,2,4,Completa
1996,24/4/2024,117,23,2,3,Completa
2145,24/4/2024,38,12,4,2,Completa
2584,24/4/2024,141,5,4,4,Completa
2645,24/4/2024,182,32,6,5,Completa
87,25/04/2024,152,26,6,5,Completa
251,25/04/2024,158,4,1,4,Completa
751,25/04/2024,259,23,2,1,Pendiente
792,25/04/2024,130,1,1,1,Completa
952,25/04/2024,207,7,3,3,Completa
1060,25/4/2024,56,29,5,3,Completa
1088,25/4/2024,274,30,2,2,Completa
1657,25/4/2024,298,12,5,1,Completa
1900,25/4/2024,222,24,2,3,Completa
2184,25/4/2024,68,9,6,5,Completa
2269,25/4/2024,13,24,6,1,Completa
2615,25/4/2024,277,16,4,5,Completa
2974,25/4/2024,315,17,4,3,Completa
617,26/04/2024,313,8,6,1,Completa
763,26/04/2024,254,27,2,3,Completa
826,26/04/2024,137,26,5,4,Completa
1616,26/4/2024,144,34,1,1,Completa
1621,26/4/2024,193,2,2,1,Completa
1733,26/4/2024,185,10,5,5,Completa
2117,26/4/2024,82,12,2,5,Completa
2554,26/4/2024,306,36,1,4,Completa
2741,26/4/2024,48,25,5,5,Completa
842,27/04/2024,307,14,4,4,Completa
889,27/04/2024,51,17,2,5,Completa
1128,27/4/2024,59,20,3,5,Completa
1266,27/4/2024,70,21,6,4,Completa
1505,27/4/2024,13,8,5,4,Completa
1572,27/4/2024,314,24,1,4,Completa
2169,27/4/2024,284,38,6,4,Completa
2245,27/4/2024,167,22,4,3,Completa
2281,27/4/2024,283,10,5,4,Pendiente
592,28/04/2024,102,5,6,5,Pendiente
858,28/04/2024,67,1,4,3,Pendiente
1689,28/4/2024,28,33,4,1,Completa
1988,28/4/2024,114,21,2,5,Completa
2128,28/4/2024,314,35,1,1,Pendiente
2539,28/4/2024,135,37,4,3,Completa
2799,28/4/2024,217,2,1,5,Pendiente
2851,28/4/2024,316,33,4,1,Completa
2957,28/4/2024,249,4,6,1,Completa
217,29/04/2024,100,17,4,5,Completa
1114,29/4/2024,47,38,6,4,Completa
1115,29/4/2024,159,1,6,2,Completa
1207,29/4/2024,159,11,4,4,Completa
1211,29/4/2024,104,4,5,5,Completa
1552,29/4/2024,21,6,6,1,Completa
1889,29/4/2024,237,1,4,1,Completa
1952,29/4/2024,190,19,4,5,Pendiente
2105,29/4/2024,85,12,1,3,Pendiente
2786,29/4/2024,106,7,6,1,Completa
2999,29/4/2024,320,11,3,4,Completa
353,30/04/2024,181,10,4,5,Completa
625,30/04/2024,11,18,1,2,Completa
898,30/04/2024,179,9,6,4,Completa
1127,30/4/2024,136,6,2,4,Completa
1238,30/4/2024,254,6,2,1,Pendiente
1652,30/4/2024,106,19,4,3,Completa
2222,30/4/2024,163,21,1,3,Completa
2402,30/4/2024,90,16,6,2,Completa
2495,30/4/2024,299,7,4,4,Completa
419,01/05/2024,149,2,2,3,Completa
659,01/05/2024,213,1,2,3,Completa
1237,1/5/2024,247,37,6,4,Completa
1247,1/5/2024,87,25,6,1,Completa
1472,1/5/2024,1,12,2,3,Completa
1961,1/5/2024,177,35,3,5,Completa
1986,1/5/2024,278,17,6,5,Completa
2659,1/5/2024,274,13,5,4,Completa
2890,1/5/2024,156,8,5,4,Completa
169,02/05/2024,279,24,4,2,Completa
287,02/05/2024,70,23,6,2,Completa
692,02/05/2024,303,3,5,5,Completa
1609,2/5/2024,286,15,3,2,Completa
1926,2/5/2024,55,33,1,4,Completa
2810,2/5/2024,314,12,2,1,Pendiente
2826,2/5/2024,323,34,1,5,Completa
2883,2/5/2024,251,5,1,5,Completa
2938,2/5/2024,12,31,5,4,Completa
692,02/05/2024,303,3,5,5,Completa
60,03/05/2024,53,20,5,3,Completa
270,03/05/2024,326,8,6,5,Pendiente
472,03/05/2024,123,33,4,3,Completa
1274,3/5/2024,187,17,4,1,Completa
1655,3/5/2024,293,27,5,4,Completa
1774,3/5/2024,232,8,3,4,Completa
2109,3/5/2024,284,1,2,1,Completa
2388,3/5/2024,128,37,2,5,Completa
2898,3/5/2024,188,1,5,4,Completa
2943,3/5/2024,181,17,3,1,Completa
103,04/05/2024,98,17,3,5,Completa
238,04/05/2024,25,2,2,3,Completa
727,04/05/2024,241,4,6,3,Completa
766,04/05/2024,166,8,6,3,Pendiente
1613,4/5/2024,12,3,5,1,Completa
1743,4/5/2024,9,1,4,4,Completa
2146,4/5/2024,278,15,2,4,Completa
2605,4/5/2024,210,24,6,5,Completa
174,05/05/2024,264,2,1,3,Completa
1738,5/5/2024,198,10,4,4,Completa
2313,5/5/2024,122,33,2,3,Completa
2473,5/5/2024,181,37,5,4,Completa
2544,5/5/2024,34,30,1,1,Completa
2840,5/5/2024,289,35,3,4,Completa
2924,5/5/2024,158,2,6,1,Completa
2997,5/5/2024,178,25,2,5,Completa
455,06/05/2024,4,27,4,3,Completa
614,06/05/2024,245,34,3,5,Completa
815,06/05/2024,186,5,2,4,Completa
1424,6/5/2024,174,35,1,5,Completa
1433,6/5/2024,222,16,1,1,Pendiente
1517,6/5/2024,106,31,5,5,Completa
2379,6/5/2024,321,13,5,1,Completa
2602,6/5/2024,157,37,1,5,Completa
2950,6/5/2024,307,26,4,1,Completa
140,07/05/2024,220,29,3,5,Completa
686,07/05/2024,171,16,1,3,Completa
1250,7/5/2024,234,8,1,2,Completa
1734,7/5/2024,311,8,3,5,Completa
1739,7/5/2024,222,2,4,4,Completa
1802,7/5/2024,81,30,6,2,Completa
2110,7/5/2024,27,29,5,2,Pendiente
2136,7/5/2024,150,12,6,2,Completa
2568,7/5/2024,92,33,4,4,Completa
686,07/05/2024,171,16,1,3,Completa
897,08/05/2024,234,23,5,4,Completa
1051,8/5/2024,308,7,2,5,Pendiente
1235,8/5/2024,250,16,6,3,Cancelada
1270,8/5/2024,173,29,6,4,Completa
1648,8/5/2024,50,31,1,5,Completa
1659,8/5/2024,283,21,4,5,Pendiente
2487,8/5/2024,250,35,5,3,Pendiente
1019,9/5/2024,225,26,4,4,Completa
1921,9/5/2024,192,24,6,4,Completa
2193,9/5/2024,244,30,5,1,Completa
2452,9/5/2024,215,32,5,1,Completa
2485,9/5/2024,66,6,5,5,Completa
90,10/05/2024,161,16,3,5,Completa
182,10/05/2024,301,13,2,3,Completa
303,10/05/2024,216,3,1,4,Pendiente
422,10/05/2024,81,11,2,4,Completa
524,10/05/2024,54,7,4,4,Pendiente
778,10/05/2024,46,6,1,4,Completa
1031,10/5/2024,103,10,4,5,Completa
1268,10/5/2024,14,8,4,1,Pendiente
1385,10/5/2024,151,13,4,5,Completa
1387,10/5/2024,156,27,6,5,Completa
1447,10/5/2024,75,37,2,5,Completa
1467,10/5/2024,59,4,1,1,Completa
1824,10/5/2024,73,26,3,1,Completa
2005,10/5/2024,45,28,3,4,Pendiente
2311,10/5/2024,45,18,2,4,Completa
2794,10/5/2024,114,38,2,5,Pendiente
63,11/05/2024,180,33,1,3,Completa
214,11/05/2024,9,8,2,5,Completa
857,11/05/2024,325,24,1,1,Completa
1050,11/5/2024,115,27,3,4,Completa
1140,11/5/2024,184,23,1,5,Pendiente
1351,11/5/2024,222,4,5,5,Completa
1747,11/5/2024,138,15,4,2,Completa
1847,11/5/2024,56,18,5,4,Pendiente
1876,11/5/2024,265,3,6,5,Completa
2332,11/5/2024,301,3,2,5,Completa
2520,11/5/2024,103,10,5,5,Completa
2567,11/5/2024,56,27,3,5,Completa
2892,11/5/2024,185,27,3,5,Completa
49,12/05/2024,237,26,3,5,Pendiente
350,12/05/2024,98,34,3,1,Completa
715,12/05/2024,281,11,1,4,Completa
1151,12/5/2024,59,5,3,5,Completa
1923,12/5/2024,112,18,5,5,Completa
2114,12/5/2024,119,17,4,5,Pendiente
2289,12/5/2024,288,32,6,1,Pendiente
2344,12/5/2024,76,12,6,1,Completa
449,13/05/2024,21,34,4,5,Completa
684,13/05/2024,180,26,3,3,Completa
902,13/05/2024,316,37,6,4,Completa
1067,13/5/2024,271,27,3,5,Completa
1097,13/5/2024,102,31,3,5,Completa
1731,13/5/2024,231,30,3,5,Pendiente
2020,13/5/2024,265,6,1,1,Completa
2493,13/5/2024,36,3,2,5,Completa
2728,13/5/2024,49,6,6,4,Completa
684,13/05/2024,180,26,3,3,Completa
37,14/05/2024,12,36,5,4,Completa
337,14/05/2024,247,28,1,1,Completa
744,14/05/2024,326,9,1,5,Pendiente
796,14/05/2024,281,37,4,1,Completa
1155,14/5/2024,113,37,6,1,Completa
1685,14/5/2024,96,31,2,4,Completa
1699,14/5/2024,24,32,3,5,Completa
1933,14/5/2024,314,12,5,3,Completa
2564,14/5/2024,117,8,2,4,Completa
2583,14/5/2024,220,26,4,4,Completa
2590,14/5/2024,283,21,4,3,Completa
505,15/05/2024,316,38,5,4,Completa
1100,15/5/2024,18,29,2,2,Completa
1691,15/5/2024,283,9,1,4,Completa
1860,15/5/2024,54,28,5,3,Completa
1875,15/5/2024,6,5,2,3,Completa
1932,15/5/2024,146,37,1,5,Completa
2241,15/5/2024,25,9,3,4,Completa
655,16/05/2024,24,20,3,5,Completa
728,16/05/2024,193,23,1,3,Completa
1358,16/5/2024,115,19,2,5,Completa
1368,16/5/2024,57,11,6,1,Completa
1665,16/5/2024,191,26,3,1,Completa
1870,16/5/2024,307,29,3,1,Completa
2221,16/5/2024,63,20,6,1,Completa
2339,16/5/2024,6,21,6,5,Completa
2921,16/5/2024,262,2,1,1,Pendiente
1269,17/5/2024,106,7,4,5,Completa
1294,17/5/2024,325,28,1,4,Completa
1415,17/5/2024,119,8,5,4,Completa
1569,17/5/2024,194,33,5,3,Completa
1804,17/5/2024,184,4,2,1,Completa
2451,17/5/2024,311,12,1,3,Completa
2674,17/5/2024,165,20,2,3,Completa
2882,17/5/2024,23,25,2,5,Completa
808,18/05/2024,273,28,6,1,Pendiente
989,18/05/2024,115,6,4,3,Pendiente
1431,18/5/2024,43,29,3,5,Completa
1703,18/5/2024,150,37,3,4,Completa
1905,18/5/2024,275,16,1,1,Completa
58,19/05/2024,157,5,6,1,Pendiente
263,19/05/2024,130,2,1,3,Completa
542,19/05/2024,64,15,1,3,Completa
1239,19/5/2024,254,34,1,1,Completa
1328,19/5/2024,91,29,2,4,Completa
1838,19/5/2024,299,26,5,4,Completa
1974,19/5/2024,99,17,1,4,Completa
2232,19/5/2024,64,20,1,1,Completa
180,20/05/2024,58,25,3,3,Pendiente
227,20/05/2024,271,7,6,2,Completa
461,20/05/2024,185,16,1,5,Completa
824,20/05/2024,292,38,1,1,Pendiente
1587,20/5/2024,153,31,1,4,Completa
1727,20/5/2024,128,14,6,3,Completa
1823,20/5/2024,189,4,1,4,Completa
1831,20/5/2024,306,10,4,2,Completa
1919,20/5/2024,67,36,3,4,Pendiente
2196,20/5/2024,175,23,2,4,Completa
2928,20/5/2024,159,15,1,1,Completa
380,21/05/2024,24,5,5,4,Pendiente
652,21/05/2024,316,23,1,4,Completa
723,21/05/2024,101,10,3,3,Pendiente
1248,21/5/2024,86,2,3,1,Pendiente
1398,21/5/2024,202,24,3,4,Completa
1448,21/5/2024,289,26,5,5,Completa
1888,21/5/2024,281,32,5,3,Completa
2712,21/5/2024,303,30,5,1,Completa
141,22/05/2024,115,5,3,5,Pendiente
329,22/05/2024,234,13,2,5,Completa
706,22/05/2024,287,1,1,4,Completa
1081,22/5/2024,249,21,3,4,Completa
1794,22/5/2024,144,5,6,5,Pendiente
2018,22/5/2024,69,27,6,1,Completa
51,23/05/2024,189,18,2,4,Completa
133,23/05/2024,220,22,4,4,Completa
286,23/05/2024,317,12,4,4,Completa
393,23/05/2024,195,30,4,4,Completa
951,23/05/2024,152,14,1,5,Completa
1291,23/5/2024,32,29,1,3,Completa
1602,23/5/2024,123,31,2,1,Completa
1690,23/5/2024,94,24,3,5,Completa
1906,23/5/2024,158,21,3,5,Completa
1917,23/5/2024,168,29,4,1,Completa
2443,23/5/2024,74,13,6,4,Completa
2841,23/5/2024,303,15,6,5,Completa
128,24/05/2024,214,2,4,5,Completa
281,24/05/2024,2,5,5,4,Pendiente
397,24/05/2024,231,8,6,5,Completa
612,24/05/2024,307,28,4,5,Completa
935,24/05/2024,93,9,4,1,Completa
1350,24/5/2024,248,26,5,3,Completa
1437,24/5/2024,197,19,3,4,Completa
1513,24/5/2024,119,36,3,4,Pendiente
2384,24/5/2024,238,16,5,1,Completa
2448,24/5/2024,242,37,5,1,Pendiente
30,25/05/2024,46,30,1,5,Completa
573,25/05/2024,264,10,6,5,Pendiente
956,25/05/2024,139,14,2,5,Pendiente
1141,25/5/2024,56,22,5,4,Pendiente
1615,25/5/2024,264,25,4,1,Completa
2717,25/5/2024,16,7,6,4,Completa
2803,25/5/2024,283,11,6,5,Pendiente
2918,25/5/2024,311,34,6,3,Completa
190,26/05/2024,21,23,1,5,Completa
932,26/05/2024,213,4,6,1,Completa
1030,26/5/2024,44,32,4,4,Completa
1232,26/5/2024,241,5,3,3,Cancelada
1349,26/5/2024,264,22,1,5,Completa
1581,26/5/2024,210,5,6,4,Pendiente
2086,26/5/2024,68,5,3,4,Completa
2441,26/5/2024,205,23,5,4,Pendiente
2991,26/5/2024,266,38,2,3,Completa
70,27/05/2024,138,33,4,3,Pendiente
485,27/05/2024,136,20,1,4,Completa
881,27/05/2024,39,16,1,4,Completa
1441,27/5/2024,145,19,2,1,Completa
1481,27/5/2024,148,35,3,3,Pendiente
1661,27/5/2024,146,8,3,1,Completa
1752,27/5/2024,220,31,2,1,Completa
2093,27/5/2024,90,2,1,4,Completa
2123,27/5/2024,235,17,3,5,Completa
2599,27/5/2024,176,30,2,4,Completa
2940,27/5/2024,56,9,3,5,Pendiente
895,28/05/2024,194,12,4,4,Completa
1066,28/5/2024,182,29,5,1,Completa
1421,28/5/2024,89,17,3,3,Pendiente
1576,28/5/2024,127,25,5,1,Completa
1709,28/5/2024,319,3,2,4,Pendiente
2098,28/5/2024,108,35,4,4,Completa
2880,28/5/2024,248,38,1,3,Completa
554,29/05/2024,132,30,5,4,Completa
642,29/05/2024,240,26,5,2,Completa
717,29/05/2024,304,38,5,4,Completa
1837,29/5/2024,26,17,3,1,Completa
1844,29/5/2024,127,28,2,5,Completa
2475,29/5/2024,7,26,6,1,Completa
2761,29/5/2024,87,26,2,3,Completa
2831,29/5/2024,180,15,5,4,Pendiente
6,30/05/2024,70,27,5,4,Pendiente
185,30/05/2024,97,28,5,4,Completa
197,30/05/2024,211,26,1,4,Completa
818,30/05/2024,159,10,2,1,Completa
1598,30/5/2024,243,32,6,4,Completa
1822,30/5/2024,311,27,4,4,Completa
1962,30/5/2024,82,5,2,4,Completa
2024,30/5/2024,282,8,4,5,Completa
2418,30/5/2024,308,27,4,3,Completa
187,31/05/2024,118,8,5,2,Completa
650,31/05/2024,242,9,3,1,Pendiente
867,31/05/2024,77,12,2,1,Completa
1205,31/5/2024,285,27,3,4,Completa
1401,31/5/2024,313,32,4,4,Pendiente
1427,31/5/2024,234,24,5,5,Completa
1755,31/5/2024,198,16,4,3,Completa
1985,31/5/2024,84,34,5,1,Completa
2315,31/5/2024,312,3,3,5,Completa
2821,31/5/2024,66,22,1,3,Completa
2,01/06/2024,37,15,3,1,Completa
163,01/06/2024,165,11,6,2,Pendiente
383,01/06/2024,75,25,3,2,Completa
636,01/06/2024,185,31,6,1,Pendiente
699,01/06/2024,252,15,6,4,Completa
711,01/06/2024,149,35,4,1,Completa
944,01/06/2024,51,27,1,5,Completa
1054,1/6/2024,300,31,5,4,Completa
1502,1/6/2024,165,29,1,5,Completa
1562,1/6/2024,213,31,5,5,Pendiente
1751,1/6/2024,211,36,6,3,Completa
2249,1/6/2024,124,29,2,4,Completa
2579,1/6/2024,66,27,5,5,Pendiente
2909,1/6/2024,277,24,3,3,Completa
2979,1/6/2024,5,9,4,2,Pendiente
45,02/06/2024,11,30,3,5,Completa
177,02/06/2024,316,21,5,4,Completa
425,02/06/2024,138,5,5,4,Completa
516,02/06/2024,83,17,2,1,Pendiente
765,02/06/2024,229,25,4,4,Completa
922,02/06/2024,210,24,5,5,Completa
991,02/06/2024,104,4,2,2,Completa
1187,2/6/2024,154,5,5,3,Completa
1244,2/6/2024,200,6,3,2,Completa
1518,2/6/2024,33,38,6,1,Completa
1590,2/6/2024,265,8,3,5,Pendiente
2181,2/6/2024,136,1,6,2,Completa
2308,2/6/2024,31,23,2,1,Completa
2498,2/6/2024,144,28,3,1,Completa
2505,2/6/2024,235,30,4,4,Pendiente
2566,2/6/2024,158,8,3,5,Completa
2824,2/6/2024,144,17,4,1,Completa
284,03/06/2024,176,36,5,4,Completa
1681,3/6/2024,167,2,3,3,Completa
1935,3/6/2024,311,8,5,5,Completa
2057,3/6/2024,81,9,5,1,Completa
2300,3/6/2024,49,27,6,4,Completa
2304,3/6/2024,276,14,6,1,Completa
2433,3/6/2024,126,29,2,1,Completa
2476,3/6/2024,69,21,5,1,Completa
2614,3/6/2024,279,34,4,5,Pendiente
2790,3/6/2024,97,34,1,5,Completa
2908,3/6/2024,48,21,2,4,Completa
466,04/06/2024,7,9,4,1,Completa
580,04/06/2024,195,32,1,5,Completa
833,04/06/2024,303,28,1,3,Completa
996,04/06/2024,242,13,5,3,Completa
1112,4/6/2024,171,37,3,5,Completa
2266,4/6/2024,108,5,3,4,Completa
2509,4/6/2024,114,9,1,4,Completa
2601,4/6/2024,218,32,3,5,Completa
2860,4/6/2024,156,14,6,5,Completa
2959,4/6/2024,197,19,2,4,Completa
512,05/06/2024,106,21,6,5,Completa
626,05/06/2024,324,21,1,1,Completa
710,05/06/2024,292,27,6,5,Completa
985,05/06/2024,29,12,3,3,Completa
1225,5/6/2024,134,29,5,4,Completa
1243,5/6/2024,307,35,3,5,Completa
1281,5/6/2024,223,9,2,5,Completa
1563,5/6/2024,313,34,1,5,Completa
1857,5/6/2024,298,4,2,3,Completa
2151,5/6/2024,127,18,2,2,Completa
2153,5/6/2024,282,25,6,4,Completa
2705,5/6/2024,305,23,5,4,Completa
260,06/06/2024,17,14,1,3,Completa
300,06/06/2024,258,2,3,3,Completa
623,06/06/2024,86,14,1,3,Completa
739,06/06/2024,109,35,6,3,Completa
1386,6/6/2024,125,15,2,1,Completa
1434,6/6/2024,5,5,2,3,Completa
1966,6/6/2024,11,24,1,4,Completa
2002,6/6/2024,130,11,5,4,Completa
2060,6/6/2024,194,7,6,4,Pendiente
2218,6/6/2024,209,24,3,3,Completa
2244,6/6/2024,108,30,1,4,Pendiente
357,07/06/2024,52,9,4,1,Completa
1035,7/6/2024,249,20,1,3,Completa
1040,7/6/2024,298,18,6,4,Completa
1165,7/6/2024,30,13,5,5,Pendiente
1182,7/6/2024,169,15,2,1,Completa
1805,7/6/2024,290,31,2,3,Pendiente
2022,7/6/2024,211,30,3,5,Completa
2082,7/6/2024,169,19,2,4,Completa
2376,7/6/2024,168,21,4,3,Completa
2655,7/6/2024,176,18,1,2,Completa
2855,7/6/2024,53,7,5,5,Completa
22,08/06/2024,257,31,6,2,Pendiente
41,08/06/2024,38,30,4,5,Completa
302,08/06/2024,155,14,2,4,Completa
312,08/06/2024,101,38,2,3,Completa
495,08/06/2024,153,35,5,1,Completa
1010,8/6/2024,90,15,4,5,Completa
1343,8/6/2024,288,28,1,3,Completa
1394,8/6/2024,245,20,4,4,Completa
1775,8/6/2024,126,21,1,3,Completa
1787,8/6/2024,203,22,5,5,Completa
1924,8/6/2024,8,26,6,5,Pendiente
2009,8/6/2024,238,30,5,5,Completa
370,09/06/2024,194,21,4,5,Completa
1671,9/6/2024,304,22,6,5,Completa
1780,9/6/2024,40,23,3,4,Completa
2017,9/6/2024,226,7,6,5,Completa
2116,9/6/2024,187,20,4,5,Completa
2186,9/6/2024,234,13,3,1,Pendiente
2405,9/6/2024,77,28,2,1,Completa
2450,9/6/2024,49,3,6,5,Completa
2654,9/6/2024,224,14,3,2,Pendiente
2648,10/6/2024,299,31,1,1,Completa
2653,10/6/2024,255,8,1,2,Pendiente
2657,10/6/2024,171,12,1,4,Completa
683,11/06/2024,200,35,3,4,Completa
685,11/06/2024,201,20,2,3,Completa
959,11/06/2024,66,26,1,1,Completa
967,11/06/2024,55,29,4,5,Completa
1375,11/6/2024,49,4,3,4,Completa
1757,11/6/2024,272,18,1,3,Completa
2437,11/6/2024,139,28,3,5,Completa
2447,11/6/2024,53,18,1,5,Completa
2484,11/6/2024,151,28,1,2,Completa
2586,11/6/2024,184,11,2,4,Completa
2967,11/6/2024,234,17,5,4,Completa
683,11/06/2024,200,35,3,4,Completa
685,11/06/2024,201,20,2,3,Completa
597,12/06/2024,250,10,6,5,Completa
774,12/06/2024,148,5,4,4,Completa
969,12/06/2024,118,37,2,4,Pendiente
1135,12/6/2024,86,9,5,2,Completa
1323,12/6/2024,106,16,3,5,Completa
1425,12/6/2024,306,11,1,4,Completa
1636,12/6/2024,152,12,5,4,Completa
1673,12/6/2024,140,3,3,2,Completa
1741,12/6/2024,61,20,3,1,Completa
2036,12/6/2024,158,10,6,3,Completa
2270,12/6/2024,200,22,4,5,Completa
2685,12/6/2024,40,38,2,4,Completa
2737,12/6/2024,285,19,5,3,Completa
2887,12/6/2024,24,16,6,5,Pendiente
2990,12/6/2024,297,31,3,5,Pendiente
586,13/06/2024,128,25,2,4,Completa
616,13/06/2024,125,20,1,4,Completa
789,13/06/2024,129,26,1,3,Completa
863,13/06/2024,186,32,3,5,Completa
1003,13/6/2024,19,11,1,5,Completa
1064,13/6/2024,152,2,6,1,Completa
1337,13/6/2024,77,4,2,3,Completa
1593,13/6/2024,231,36,6,5,Completa
2074,13/6/2024,172,20,1,5,Completa
2691,13/6/2024,72,20,4,4,Completa
2894,13/6/2024,259,15,2,1,Completa
2975,13/6/2024,50,25,6,5,Completa
309,14/06/2024,148,33,3,5,Completa
603,14/06/2024,249,1,4,5,Pendiente
972,14/06/2024,181,35,2,4,Completa
1543,14/6/2024,130,37,3,2,Completa
2582,14/6/2024,124,32,2,1,Completa
2700,14/6/2024,39,21,6,3,Completa
2767,14/6/2024,245,29,5,5,Completa
2955,14/6/2024,311,20,5,1,Completa
96,15/06/2024,93,14,3,5,Completa
243,15/06/2024,54,32,3,4,Completa
244,15/06/2024,188,7,5,1,Completa
510,15/06/2024,250,10,3,4,Completa
694,15/06/2024,114,19,5,5,Completa
1324,15/6/2024,41,18,5,5,Completa
1369,15/6/2024,232,9,1,1,Completa
1653,15/6/2024,124,6,2,5,Completa
1702,15/6/2024,289,6,1,5,Completa
1803,15/6/2024,100,27,5,4,Completa
1902,15/6/2024,55,37,5,4,Completa
2240,15/6/2024,258,33,4,3,Completa
2364,15/6/2024,285,26,2,4,Pendiente
2435,15/6/2024,80,35,5,4,Completa
2511,15/6/2024,259,37,3,3,Pendiente
694,15/06/2024,114,19,5,5,Completa
506,16/06/2024,287,27,6,4,Completa
579,16/06/2024,144,23,1,3,Completa
622,16/06/2024,244,30,1,4,Completa
660,16/06/2024,205,3,3,5,Completa
733,16/06/2024,111,29,3,3,Completa
836,16/06/2024,165,4,4,3,Pendiente
1131,16/6/2024,134,6,1,3,Pendiente
1354,16/6/2024,71,38,2,1,Pendiente
1404,16/6/2024,57,19,3,3,Completa
1423,16/6/2024,264,1,1,3,Completa
1551,16/6/2024,162,1,1,1,Completa
1643,16/6/2024,170,7,6,2,Completa
1688,16/6/2024,297,12,3,5,Completa
